No-Intro Name,Hardware,Copyright Date,Domestic Title,Overseas Title,Type,Product No.,Version,Checksum,Region,CRC32,MD5,SHA1,SHA256
Vampire Killer (Japan) (Mega Drive Mini),SEGA MEGA DRIVE,(C)T-95 1994.MAR,VAMPIRE KILLER,(unknown),GM,T-95043-00,(unknown),28056 (0x6D98),J,DB03961B,3fe739c40a79222801fcad6c753e6f11,aa3fe7971cdbf4cf8fa44e6dc09122b8cc6a319c,1c463798e6a1d48c4346483276cda933a341182ccf9801450a6af0bd3e2ceae4
Vapor Trail (USA),SEGA MEGA DRIVE,(C)T-49 1991.MAY,空牙　　　　　　VAPOR TRAIL,(unknown),GM,T-49106,0,4137 (0x1029),U,C49E3A0A,cff6076504b1097bb89848c0698ef2a2,d8eb087eeda31f202e6a1a0c4de891ced162abc5,4903ca9198d7b9140f8c596ccbc8e43c5cf1f525473779b2d41307966ab4bdef
Vapor Trail (USA) (Beta) (1991-05-26),SEGA MEGA DRIVE,(C)T-49 1991.MAY,空牙　　　　　　VAPOR TRAIL,(unknown),GM,T-49106,0,50163 (0xC3F3),U,2634BDBD,4e69f2ecbfb967d3c1304bc0f337f059,e40afaf318ad7bb375c739273d70d74dd0667862,1897069215a6dd01d4ad06cdcdc990ea44fa8675fe0e59d9e695b7375d634321
Vectorman (USA) (Genesis Mini),SEGA GENESIS,(C)SEGA 1995.AUG,VECTORMAN,VECTORMAN,GM,MK-1577,0,57401 (0xE039),F,B0F8C546,d3aec81b37ec520f37edb910305ff829,9be6a15c91261e6c77edf6596b53c9bd70394d89,5cb85a18fa2067575e3ac443295ded92a4fc496f12898d3bbe4ea9a681206af4
"Vectorman (USA, Europe)",SEGA GENESIS,(C)SEGA 1995.AUG,VECTORMAN,VECTORMAN,GM,MK-1577,0,57401 (0xE039),F,D38B3354,d7171a867739c8ec325aa65b175b0c49,57a64d08028b539dc236a693d383f2e1269a5dd4,8d167aa613cbc17377314c920642a9d7bc8d4204eead3cfbc84dbc23c86a6e09
"Vectorman (USA, Europe) (Beta 1)",SEGA GENESIS,(C)SEGA yyyy.mmm,BLUESKY GAME,JAPAN GAME NAME,x,xx xx-xxxx -xx,(unknown),59657 (0xE909),F,2084D3DA,8c9e5e67cc9a04e328423e71932d6fa7,e6c0854ff0f5a0b53760677743e9b901b3e5a4b7,32e573e747f108603d93cadc88b8379bcc01e74ee509f08064dc62245602a754
"Vectorman (USA, Europe) (Beta 2)",SEGA GENESIS,(C)SEGA yyyy.mmm,BLUESKY GAME,JAPAN GAME NAME,x,xx xx-xxxx -xx,(unknown),58332 (0xE3DC),F,A315C8AA,90f9163382f6f9bac78d462dd738c14b,54d611a0519d34c25ef6b9963543ece4afc23e19,b2889a6d536dd30b115366d20e96f5373fc85b104105e1897f41c717087d3414
"Vectorman (USA, Europe) (Beta 3) (1995-07-24)",SEGA GENESIS,(C)SEGA 1995.AUG,VECTORMAN,VECTORMAN,GM,MX-1577,0,57401 (0xE039),F,0145738B,4399f6b387c85836bdb813f125a7ac56,f96a51e792edde1ed203054ea9e23fd226d1ed70,f4d50ade8a046b8b7341f1e969d5de4fa2fe755f6e2b284ec8c302b31238d40c
"Vectorman (USA, Europe) (Sega Smash Pack 2)",SEGA GENESIS,(C)SEGA 1995.AUG,VECTORMAN,VECTORMAN,GM,MK-1577,0,57401 (0xE039),F,5C680397,275accce7f270d076434094e3510676d,8a06cee97b887ee35234072642b2a5fffb7aa92f,2eda4f50c53dba05f5ec01f7b8338a0b6a2c447fe061b647345ac770463528fd
Vectorman 2 (USA),SEGA GENESIS,(C)SEGA 1996.AUG,VECTORMAN 2,VECTORMAN 2,GM,MK-1843,0,58041 (0xE2B9),F,C1A24088,9666d682cc7c69b26b834b4d8a949277,c5adca10408f055c0431e1ffc01d4fbab53ade01,02a5d53336729ad41881ea97c66018da92152d9cef65fd46d6965730cb57af04
Vectorman 2 (USA) (Beta) (1995-08-xx),SEGA GENESIS,(C)SEGA 1995.AUG,VECTORMAN,VECTORMAN,GM,MK-1577,0,9690 (0x25DA),F,ADA2B0EF,f53cad7d85409ade54fb21234f28579a,65dc6261179e51d21c3c5fe0c0353befbcc95a2d,4622c8f661f384b1c6eee9f7c2caff63cbd51c857ea5c331af314261df26abb2
Vectorman 2 (USA) (Beta) (1996-08-15),SEGA GENESIS,(C)SEGA 1996.AUG,VECTORMAN 2,VECTORMAN 2,GM,MK-1843,0,2602 (0x0A2A),F,998B087C,a61f63c50241ead41a3fc85a74e0428e,0bbbc09e9ac38940ee4a6c927de67196f42e2bdc,aa6974c06f71fddf76c9e0d13627fe5bd6544d05bb864a2b7d534bf45496bcc8
Vectorman 2 (USA) (Beta) (1996-08-16),SEGA GENESIS,(C)SEGA 1996.AUG,VECTORMAN 2,VECTORMAN 2,GM,MK-1843,0,33989 (0x84C5),F,2986E5CE,fbd46061a158f44e4ad33f7d53592d7d,343527612a0710703486c7335b5939b7099eebba,ea928d6d35797f31e2b1e240c9c25f6191573878d9b337f4be47ad763bd29140
Vectorman 2 (USA) (Beta) (1996-08-19),SEGA GENESIS,(C)SEGA 1996.AUG,VECTORMAN 2,VECTORMAN 2,GM,MK-1843,0,63875 (0xF983),F,49EFAB7E,86d34235fb40c7066e05b13790c66ac5,fb949c8734655e48a787f0c869b8c48f4b0a113e,584a1e4339418a84ad4187c9b8770e0ed6ae1300bdb0fcf92d89ff651b869a43
Vectorman 2 (USA) (Beta) (1996-08-26),SEGA GENESIS,(C)SEGA 1996.AUG,VECTORMAN 2,VECTORMAN 2,GM,MK-1843,0,0 (0x0000),F,EB8124C8,662dab0549e8bcc65d6380afb64ee676,39f496d8d99a4cb5716f731d9db656e0ca594a74,8edab4eb861d786da0329b86ef5c7ea9393eb6007c686463ff1925901878085f
Vectorman 2 (USA) (Beta) (1996-08-27),SEGA GENESIS,(C)SEGA 1996.AUG,VECTORMAN 2,VECTORMAN 2,GM,MK-1843,0,50271 (0xC45F),F,6333D89A,b95705a2b30070467b929dc80afe319d,d142ce853becc6450c7a3e8b7fe65839e5b68521,a09b4469a580bc2257d949ae8414ea37c394ae7f84050136b2fea24ee8fb4fb0
Vectorman 2 (USA) (Sample) (1996-08-28),SEGA GENESIS,(C)SEGA 1996.AUG,VECTORMAN 2,VECTORMAN 2,GM,MK-1843,0,58041 (0xE2B9),F,B9C79DC9,154b710fe1e0e2edf713ba29131655c7,a022e4b961ea812015859a54e9524571498a1e16,3d3f83921306969e7da1b9d73669f82ff713b6e1fcb7ad75536e877eec1cdb4e
"Venom . Spider-Man - Separation Anxiety (USA, Europe)",SEGA GENESIS,(C)T-81 1995.SEP,SEPARATION ANXIETY,SEPARATION ANXIETY,GM,T-81556,0,27358 (0x6ADE),F,512ADE32,41d79267b01e983c0956151de10d9646,563b45254c168aa0de0bba8fadd75a2d1e8e094b,52a2bab513f4212e1c3b44ec8f469d6cf3a4900e521619ff721502b15834c761
Vermilion (Japan),SEGA MEGA DRIVE,(C)SEGA 1989.SEP,VERMILION,VERMILION,GM,00005502-00,(unknown),50142 (0xC3DE),(unknown),E400DFC3,5def9f18e261692490fd53c1adafcc91,697fb165051179a2bbca77c8cfd0c929e334f8c1,a76f3437700cff110bdd13c6a7d3192933ae8eea65488f71da9128c6917e1baf
Vermilion (Japan) (Mega Drive Mini),SEGA MEGA DRIVE,(C)SEGA 1989.SEP,VERMILION,VERMILION,GM,00005502-00,(unknown),50142 (0xC3DE),(unknown),5AF97A22,873e78eccbc92ea9844f7ea0388cd3e4,26c52544272ed6fef8811da0cdff5f2fb4cdee52,b0340294fddf98319c71b5c68997b61ceb324f03df1d56c19c1c4d819274aff2
Verytex (Japan),SEGA MEGA DRIVE,(C)T-20 1991.JAN,ヴェリテックス,VERYTEX,GM,T-20043,0,14951 (0x3A67),J,BAFC375F,8ba242496a1d006af6cf4af6c93f5a1c,420780933e34da0f9b2a22b6bbb0739e363aab3a,c59bedfbe520c991dbbc1f77dc54b6e80718cc9c50501532385c14fbaf11b95c
Viewpoint (USA),SEGA GENESIS,(C)T-24 1994.AUG,VIEW-POINT,VIEW-POINT,GM,T-24096-00,(unknown),6073 (0x17B9),U,59C71866,8cd197ae13fa8b4e93cc109502db957b,f25f770464448da4e49eab3832100ba480c9844a,d4a7945950fd7d713f54a45f7d0af4da67c0205723a5b797a93aa68d6073119a
Viewpoint (USA) (Beta) (1994-07-22),SEGA MEGA DRIVE,(C)T-XX 19xx.xxx,VIEW-POINT,VIEW-POINT,GM,XXXXXXXX-00,(unknown),0 (0x0000),U,D13FB892,8222823032b0e893768033e15ca319c7,ad6234d588bd3aa44a020633e6ec9020795bfa7e,96455006eceaf05a1cb2c642502f039b8e0338dbbedea504911b444231856299
Viewpoint (USA) (Beta) (1994-08-xx),SEGA GENESIS,(C)T-24 1994.AUG,VIEW-POINT,VIEW-POINT,GM,T-XXXXX-00,(unknown),32269 (0x7E0D),UEJ,DECD238F,8ac8e035510565b98260f4136cd3a837,89927c74f81b6d1ea80cfec4e22ba9454c9c4e25,ffb871737fb8c008ecaf61006259087e9eaafcc80571c0b2da9875e38d60c19b
Vintage Van Halen (World) (Aftermarket) (Unl),SEGA MEGA DRIVE,(C)SGDK 2019,Vintage Van Halen,Vintage Van Halen,GM,00000000-00,(unknown),0 (0x0000),JUE,E7825B0E,a5773507e87c68aea77f8f92125280d3,c4c07ff16dca8292a0d386724fe64ef49ce6d7cc,56e6154136214ef53dbfb9ddf7659ffc20995db24b4be98bed7f3526cdabe86f
Virtua Fighter (Europe),SEGA 32X,(C)SEGA 1995.AUG,VIRTUA FIGHTER,VIRTUA FIGHTER,GM,MK-84701-00,(unknown),50343 (0xC4A7),A,25AEA73C,adcf6c6150d1bc3d073d3754b22ebc69,24b3063284a914c76d8d1f681e3ed6323b0d7d0b,4268e52768292941a22fab918b6aaf930b0c0523735f5434388d35dc6eb80b4b
"Virtua Fighter (Japan, USA) (En)",SEGA 32X,(C)SEGA 1995.OCT,VIRTUA FIGHTER,VIRTUA FIGHTER,GM,MK-84701-00,(unknown),6481 (0x1951),5,B5DE9626,901e97c9f731fbdf1f1ead0fbf58249a,f35754f4bfe3a53722d7a799f88face0fd13c424,c595e136c91a012b1e7d591acfb9d965926cac51acea998b90969d74391bfa08
"Virtua Fighter (Japan, USA) (En) (Beta) (1995-05-30)",SEGA 32X,(C)SEGA 1995.Sep,VIRTUA FIGHTER,VIRTUA FIGHTER,GM,GX5001,0,0 (0x0000),5,46A88625,14d0fdf6df181ec4902942975e470913,fbb0d96c22465abb1702499f0a8c68228dcf8fc6,23325c1c6997b8647f14d297dff50f6f800e226b20f1c078af13f5d0e83bdb64
"Virtua Fighter (Japan, USA) (En) (Beta) (1995-06-15)",SEGA 32X,(C)SEGA 1995.Sep,VIRTUA FIGHTER,VIRTUA FIGHTER,GM,GX5001,0,0 (0x0000),5,8DF6401C,500ab2d460721db06b6243027f6a0eab,28e99cc511e7c539fec66acbf5662f81528389d3,d9c9cca24feb32ad6ef5b3c5e55ee0190de9f24057b9714977792136c286beba
"Virtua Fighter (Japan, USA) (En) (Beta) (1995-06-30)",SEGA 32X,(C)SEGA 1995.Sep,VIRTUA FIGHTER,VIRTUA FIGHTER,GM,GX5001,0,0 (0x0000),5,3B88F987,4a51f39e2e6fd27456cdfc18c1b1017c,cc6a95d10a95a91337f995a0120cb353196ce080,9a7bdc5ea32ada5ce400f7068ed7a224b9b127e27e3d472569bbf364d8f3422f
"Virtua Fighter (Japan, USA) (En) (Beta) (1995-07-17)",SEGA 32X,(C)SEGA 1995.OCT,VIRTUA FIGHTER,VIRTUA FIGHTER,GM,MK-84701-00,(unknown),32456 (0x7EC8),5,6A364BCE,374dd57d027e06601d1193b67da8c2b2,c931cd60543b41e8bfb29511dcc70e4648471cbf,fdc71cdd9e8a5f4a62a17f48314c1acb2278a496bab3efdc25ad056ea355c327
"Virtua Fighter (Japan, USA) (En) (Beta) (1995-07-21)",SEGA 32X,(C)SEGA 1995.OCT,VIRTUA FIGHTER,VIRTUA FIGHTER,GM,MK-84701-00,(unknown),50558 (0xC57E),5,1C4C13F3,b969b201c236a764f125ed2e9b3a12f9,d26708a26a3add9e4d6083e6b9ccd48776cd4c56,12b32a3ea8232657ca444af88d479624e6d03625d8b30b2e40a7356f739fe74d
"Virtua Fighter (Japan, USA) (En) (Beta) (1995-07-24)",SEGA 32X,(C)SEGA 1995.OCT,VIRTUA FIGHTER,VIRTUA FIGHTER,GM,MK-84701-00,(unknown),41809 (0xA351),5,D4F5484B,16c67ad8853789279178f93780aa69c3,4600fb1c80c968728688269dfbd9c480d4d70abe,4801bbd216695dfd79694116c4584e4ca4b016cc00a2e494067013e21c62969c
"Virtua Fighter (Japan, USA) (En) (Beta) (1995-07-25)",SEGA 32X,(C)SEGA 1995.OCT,VIRTUA FIGHTER,VIRTUA FIGHTER,GM,MK-84701-00,(unknown),22463 (0x57BF),5,AFF4D320,f48a565aab16802c99b645f48a5cb503,7b881a7849320187389d4af5bd4bf8d3ee6fd796,243693e46989ae7d4ad35fad0770448c6f9340ba00a525f3eb339c1b3e324491
Virtua Fighter 2 (Korea) (En),SEGA GENESIS,(C)SEGA 1996.OCT,VIRTUA FIGHTER 2 GENESIS,VIRTUA FIGHTER 2 GENESIS,GM,MK-1845,0,12174 (0x2F8E),F,A95D0949,ad3fb9946f0bf18c73413d0e4d57ddbf,dff095c9c252bf4af5aae52b83bc3c9d243176b7,56fcc642ffb98ef74d8db7860ed4539684b33acde9f44a7763186b7279943661
"Virtua Fighter 2 (USA, Europe)",SEGA GENESIS,(C)SEGA 1996.OCT,VIRTUA FIGHTER 2 GENESIS,VIRTUA FIGHTER 2 GENESIS,GM,MK-1845,1,16491 (0x406B),F,937380F3,61b922208e0518a2e127939d374a43cb,c283bf31b646489c2341f8325c52fb8b788a3702,fd2d22e492b31a88b60970f229d46b1196d4a1ddd6c582c0f340bf1c3d69aeba
"Virtua Fighter 2 (USA, Europe) (Beta) (1996-08-19)",SEGA GENESIS,(C)T-103 1994,バ−チャファイタ−２,VIRTUA FIGHTER 2,GM,T-103046-00,(unknown),19199 (0x4AFF),U,C5EE3974,22e5fc66e56aca303c0bb3708026d130,8d9e1739a40cf64adf0b96918028bac9368b2d89,1369cd94800fddcbd98937bec4517046466213f9a23f266ab65ba8e8a572ef96
"Virtua Fighter 2 (USA, Europe) (Beta) (1996-08-30)",SEGA GENESIS,(C)T-103 1994,バ−チャファイタ−２,VIRTUA FIGHTER 2,GM,T-103046-00,(unknown),61751 (0xF137),U,6A0F3A7B,f61843c457cd2cb8b8ec8158c0264312,b08e11a477694f50bed2e89ee3269f557b041ab1,313c45441edb0c23a9da9d622d6b64ef9b61ee7ae0d5f8cd16c3b3935aaa686b
"Virtua Fighter 2 (USA, Europe) (Beta) (1996-09-13)",SEGA GENESIS,(C)SEGA  1994,バ−チャファイタ−２,VIRTUA FIGHTER 2,(unknown),MK-1845,0,13478 (0x34A6),U,FA5BAD91,95dd47fc67df25d665ba5e48133d6146,b6ae0d56d9fd41df5a577b36fc3717d7399b80fc,8e29e9e70101e374dbcf382b7b9658b3c43a94b4457daa7884325fb47efba77d
"Virtua Fighter 2 (USA, Europe) (Beta) (1996-09-20)",SEGA GENESIS,(C)SEGA 1996.SEP,VIRTUA FIGHTER 2 GENESIS,VIRTUA FIGHTER 2 GENESIS,GM,MK-1845,0,2025 (0x07E9),UE,AF516DAD,d5888a5762d21f4c7b2fafb840aad86d,740190e416965ab4b63e82a9a4806178d3463fa9,4fd2baa0309357dd5763cc8f3bb4bcb52d57b7493bc2717dab7627cfae52b1a2
"Virtua Fighter 2 (USA, Europe) (Beta) (1996-09-27)",SEGA GENESIS,(C)SEGA 1996.SEP,VIRTUA FIGHTER 2 GENESIS,VIRTUA FIGHTER 2 GENESIS,GM,MK-1845,0,28631 (0x6FD7),UE,95AB6AB6,04d9a61224da48a015a760ba4309294a,4375b574ab6c3aa41576a91f5a263196f6ec8fc1,57083227478da1720f45aabddda1f70fd092072dfa9571623a1d74acc83535c6
Virtua Fighter 2 VS Tekken 2 (Taiwan) (En) (Unl),SEGA are Registe,red  Trademarks,Enterprises Ltd.,(unknown),(unknown),(unknown),(unknown),0 (0x0000),(unknown),2CDB499D,c9d258c650a5f1f44ee2a362ab329291,0a5be6d37db5579b9de991b71442a960afcfe902,93f51d3783e8bc22cfa602bb7391c1e11843b20d2323ffd1cd3ece7338e56e0a
Virtua Hamster (USA) (Proto),SEGA MEGA DRIVE,(C)SEGA 1994.???,MARS TEST PROGRAM,MARS TEST PROGRAM,G,GM G-xxxx   00,(unknown),64738 (0xFCE2),JUE,CD54AC37,b3a4929fcb61bc9ecdfd9ac453860fc1,c10f98d9db73ae90be5e5d556b663a5aff015cef,5ac6524ba0b7dc32d83f373b63ae4e808834d87b0254f196460c71b74de10275
Virtua Racing (Europe),SEGA MEGA DRIVE,(C)SEGA 1993.DEC,バーチャレーシング,Virtua Racing,GM,MK-1229,0,13405 (0x345D),E,9624D4EF,f77b8ea51b161c0e2fa9a9caef3ea491,2c3812f8a010571e51269a33a989598787d27c2d,4239e75eb42db439eb68e5a3ced67679598192898db08ca2402d0607621aa891
Virtua Racing (Europe) (Beta),SEGA MEGA DRIVE,(C)SEGA 1993.DEC,バーチャレーシング,Virtua Racing,GM,MK-1229,0,29947 (0x74FB),E,79CADF6E,a2f1e7e3bc8f7e5ddc0862135b4c30de,7b20041c3c808125bdd35076932d4ce085286710,a88378a32634bffc2479e81ba6a4db7dcaf8963b407bdf4bf8a0beb9694eb547
Virtua Racing (Japan),SEGA MEGA DRIVE,(C)SEGA 1993.DEC,バーチャレーシング,Virtua Racing,GM,G-7001,0,15257 (0x3B99),J,53A293B5,ca12f83dbeb44a134062a1f444e4a90a,0ad38a3ab1cc99edac72184f8ae420e13df5cac6,2dd15dc92d0a80b2589df7802e141737fd78b08e26e8b44c6157bf6bb477f1e7
Virtua Racing (USA),SEGA GENESIS,(C)SEGA 1993.DEC,バーチャレーシング,Virtua Racing,GM,MK-1229,0,38315 (0x95AB),U,7E1A324A,3d4e16e2743d453f206b1c305b12cd27,ff969ae53120cc4e7cb1a8a7e47458f2eb8a2165,291e74f9b4d5a2c0f2b7cbf6f2e0fbf72c16cb6d83b1f58dda78209f9a64c486
Virtua Racing Deluxe (Europe),SEGA 32X,(C)SEGA 1994.SEP,V.R.DX,V.R.DX,GM,MK-84601-00,(unknown),19811 (0x4D63),A,27F14B5F,c30a6430b1a7e819bd2dde63a41d4d57,bb26ddde26cd07191d872e8a76a170ca3326f781,96030ff528cdbf7cd5994265f83587fb1d6cd5b6ea5001a629deb53184b363b1
Virtua Racing Deluxe (Japan),SEGA 32X,(C)SEGA 1994.Oct,V.R.DX,V.R.DX,GM,GX5001,0,63482 (0xF7FA),1,0908E888,08cae0a96d9ee07001c6e1c247d407c6,1c64e80eb164ca8d6c6587a55ad60385ba1daf27,5c4264e1e020db5d08c55f32afc811b07ab808700abe19d0d9c5a81a77867783
Virtua Racing Deluxe (USA),SEGA 32X U,(C)SEGA 1994.SEP,V.R.DX,V.R.DX,GM,MK-84601-00,(unknown),7757 (0x1E4D),U,7896B62E,72b1ad0f949f68da7d0a6339ecd51a3f,18dfdeb50780c2623e60a6587d7ed701a1cf81f1,cc2917895842ba42ce871a07a327c5467a5b5df8b7999ccc4b7b5bea9d4caf6b
Virtua Racing Deluxe (USA) (Beta) (1994-08-22),SEGA GENESIS,(C)SEGA 1994.DEC,%P!<%A%c%l!<%7%s%0,Virtua Racing,GM,MK-1229,0,0 (0x0000),U,6EBB3EDA,c07a68331b846d1614954554c0414f86,d4e996fd7fb26919017d1056d0de608a34f05184,98c485e8c1666f67394b03c3c9529b1e270d6251e1fcbd9020f205d2d2c76e05
Virtua Racing Deluxe (USA) (Beta) (1994-08-29),SEGA SUPER 32X U,(C)SEGA 1994.DEC,V.R.DX,V.R.DX,GM,MK-8120,0,0 (0x0000),U,86A318DE,9e7b5d7e83ae5f25421a44e14d6140bf,b1385111a39795bf2ea57ab50a4feb479d7e502d,c1f8a9b530a468d32eca432ff3223d416ee7c57344538358d222b867625ea9c9
Virtua Racing Deluxe (USA) (Beta) (1994-09-05),SEGA SUPER 32X U,(C)SEGA 1994.DEC,V.R.DX,V.R.DX,GM,MK-8120,0,0 (0x0000),U,99F38344,a5efb294179bc3bdc6515383bcdeb63d,88b3ef2bb0ccba25f3f83f218ca090e1a89512fe,b5d636b5d2859187aa0b118c4bf25d61a002748edd958cd30e0bd63831b28e9e
Virtual Bart (World),SEGA GENESIS,(C)T-81 1994.AUG,VIRTUAL BART,VIRTUAL BART,GM,T-81206,0,23035 (0x59FB),JUE,8DB9F378,7f3de83f6406cd4ff0894b7d02c73d71,5675fdafb27bb3e23f7d9bf4e74d313e42b26c65,47b72530314b01e316ef4929db5b0bd1cad872156e8ce63b5a82f72981a2b18c
"Virtual Pinball (USA, Europe)",SEGA GENESIS,(C)T-50 1993.NOV,Virtual Pinball,Virtual Pinball,GM,T-50696,0,19424 (0x4BE0),UEJ,D63473AA,5a100639ee92435eab75105a7568f15d,cd066bb54e0a4c21821639728893462b0218597e,75a27e18816f350fe665eaa3debd0d6485d89e72827222bf66103bc2303a8d11
Vixen 357 (Japan),SEGA MEGA DRIVE,(C)T-25 1992.JAN,ｳﾞｨｸｾﾝ 357      VIXEN 357,(unknown),GM,T-25133,0,19218 (0x4B12),J,3AFA2D7B,4ad9e56271eb9f5aee6c7c6d05e498b4,460037301df0d67947bd17eddb38a3011896cb43,01deaffd37c276a70d6896f22dd5df03b825dfd15df77b673cddafe72998acfe
Volfied (Japan),SEGA MEGA DRIVE,(C)TAITO,VOLFIDE,VOLFIDE,GM,T-11103,(unknown),37968 (0x9450),JUE,B0C5E3F7,9746b03a917b3e26f054992c8babc940,7de808400f64dd0e4f468049fff7d29212ea0215,337f4dd8ad6a83a7ba4f62da3fa098ad5fb10de32ec438c6aeec70bf7098e377
"VR Troopers (USA, Europe)",SEGA GENESIS,(C)SEGA 1995.SEP,V.R. Troopers,V.R. Troopers,GM,MK-1576,0,22020 (0x5604),C,2F35516E,674216dccb221b14c3df1007bd2e4388,e4c5271ef2034532841fde323f59d728365d7f6a,071d5c97e1c577d9be48644f043230753b94ab150ccf68ad8243bcec6020230f
VS Puyo Puyo Sun (Japan) (Mega Drive Mini 2),SEGA MEGA DRIVE,(unknown),PUYO PUYO SUN,PUYO PUYO SUN,GM,XXXXXXXX-XX,(unknown),60859 (0xEDBB),JUE,BDB71C33,18154e78c9beb4ec3322ba7495286321,7e316261c6076a0ab36b4410e55a9e463346f580,56cd49a6d2b0f4ffcae647412b0a733f020716682af6b11423a5f8145a3d7089
"VS Puyo Puyo Sun (USA, Europe) (Mega Drive Mini 2, Genesis Mini 2)",SEGA MEGA DRIVE,(unknown),PUYO PUYO SUN,PUYO PUYO SUN,GM,XXXXXXXX-XX,(unknown),22479 (0x57CF),JUE,30262064,5b74f428ad4c47803ef66e93f88b7b55,331409827455e76281f39a6c1e6e321ff3e52f8a,15431697da4b11da8cc71efd9b1c0b076766dd94722708804fc15d0a6a5ce302
V-V (Japan),SEGA MEGA DRIVE,(C)T-48 1994.MAR,V FIVE           with       GRIND STORMER,GRIND STORMER        with           V FIVE,GM,T-48173,0,43119 (0xA86F),JUE,AD9D0EC0,af4bdc10f0eda16eda979d1353faa04b,ca344521cb5015d142bdbce0eb44cea050b8e86b,fa19bcc59ddbbfb4e592bdbbacfc0ff171857ca99351f55d423ee0bbc1d8331d
Wacky Races (USA) (Proto),SEGA GENESIS,(C)SEGA 19xx.SEP,Generic setup   By Julian Scott,WACCAWACCAWACCA RACES,(unknown),T-70406-50,(unknown),42174 (0xA4BE),JUE,1B173F09,cac7180bd723cdb4056df77a951d7dbd,5f310699e017e0becb4f41e7f00cb86606dbc0ed,31b7d43f915b3453c9105066f7151f8c05db979a9823e4fbb28b5a53800ec0f0
Wacky Worlds Creativity Studio (USA),SEGA GENESIS,(C)SEGA 1994.SEP,WACKY WORLDS,WACKY WORLDS,GM,MK-1713,0,43761 (0xAAF1),UEJ,8AF4552D,def151887d5fd58b778df4ee077192c6,e331c57ce6a176ab9ff1461e9423514756c5558d,c229c892ea722834b63d868c3aa4107b21d7dd2f9ce235c138372c470a7b307a
Wacky Worlds Creativity Studio (USA) (Beta) (1994-08-08),SEGA GENESIS,(C)SEGA 1994.???,FIREWORKS,FIREWORKS,GM,MK-1032,0,36419 (0x8E43),U,48D33EA0,6cd70dedfe8e9578e5922ba37e360dd8,6526dbef07792ae5d854c20452c4dfee656c299c,c8d65a5502493b42dbe87ca02842a4c5be31bb565cf1af5c2be319335b4355cd
Wacky Worlds Creativity Studio (USA) (Beta) (1994-08-17),SEGA GENESIS,(C)SEGA 1994.???,FIREWORKS,FIREWORKS,GM,MK-1032,0,65535 (0xFFFF),U,4615970B,fd74f485ef1569ec4822e919167de03f,e6409dd65c522af90f65209e8c00a9e1f248c52a,cd759b1be3693476d4b78b4a029bd45ef5159d3e6c5b2e784a27a872843620a6
Wacky Worlds Creativity Studio (USA) (Beta) (1994-08-19),SEGA GENESIS,(C)SEGA 1994.???,FIREWORKS,FIREWORKS,GM,MK-1032,0,65535 (0xFFFF),U,7F286925,b6b59479110fd8774529685dc4c7f784,42a8927f0738ed9baa88f8115a23941431fa1ae7,42c41c3e661a6449354b8a93ed78bcafd228c6ec8a5a8ad8290d47ecf0cb4961
Wani Wani World (Japan),SEGA MEGA DRIVE,(C)KANKO 91-92,ﾜﾆﾜﾆ ﾜｰﾙﾄﾞ,(unknown),GM,T-33023,0,13639 (0x3547),J,56F0DBB2,9f4607f95a1e995ea5867decf429e1a3,4cbe0ad0dbd70fd54432d6ae52d185c39c45260e,148ee6fca5e977f015699c9a22294f14b2a0d95fdacd03824f894c705db90833
Wardner (USA),SEGA GENESIS,(C)T-58 1990.DEC,WARDNER,WARDNER,GM,T-58016,0,24988 (0x619C),U,1E369AE2,03fcaef50c6a5e889690a25b1433499a,23bd6421f0e3710350e12f9322e75160a699ace8,588d0034be91fa322426521cebb8e6d1a94f849aa7ed246f05dd4f097cb018d4
Wardner no Mori Special (Japan),SEGA MEGA DRIVE,(C)T-58 1990.DEC,ワードナの森 SPECIAL,WARDNER SPECIAL,GM,T-58013,0,13124 (0x3344),J,80F1035C,473332d97eb0bf9b16490379c57a1ada,28844399b73628a3507ca38e855d0afe24c59f4b,229a3c66949f9e565180f5b8d2275419ea40492af9cbccfe7fcbfd72d27a914f
"Warlock (USA, Europe)",SEGA GENESIS,(C)T-81 1995.JAN,WARLOCK,WARLOCK,GM,T-81446,0,51855 (0xCA8F),JUE,0A46539B,dadf4e342963216f602b85e6271789db,b64f3d0fa74ec93782b4c0441653d72b675e23a7,f2c0ad065c7833876bfbece74f1bce03ffb93907b8d60a2ed6e0a8e1e07c4893
"Warlock (USA, Europe) (Beta) (1994-12-xx)",SEGA GENESIS,(C)SEGA 1994.DEC,WARLOCK,WARLOCK,GM,T-81446,0,7463 (0x1D27),JUE,C9B6EDB3,30ad308fbb8d73deeda5197a1a2e6f0c,870ce90ae5a58838c1e0531abdc0442389189234,5b7da7912d31b36497a3e0f44a422157f639c4c7fb6796fefc6def22d49fecb0
"WarpSpeed (USA, Europe) (Unl)",SEGA GENESIS,(C)ACLD 1993.MAR,(unknown),WarpSpeed,GM,ACLD014,0,45862 (0xB326),JUE,143697ED,aecd57c6d3d2a71d759573a4ca853cf0,a51564e9cf60fd5df6a7c00cdbbaa310cfa48d19,80210b85786cf6ad2781484c1f43c6b0b7166e45536263925580186123e5aa29
