No-Intro Name,Game Title,Game Code,ROM Version,Byte-Order,SHA256
Robotron 64 (Europe),ROBOTRON-64,NRXP,0 (0x00),big,18e582cfc79c8659d06664459bee45d5892291a9264ffda0652cb36c0d548aa6
Robotron 64 (USA),ROBOTRON-64,NRXE,0 (0x00),big,3ef7690f97d3957af7294eab4432fa1673a15bba0435664cc9fa2fd757168804
Rocket - Robot on Wheels (Europe) (Beta) (1999-09-29),ROCKETROBOTONWHEELS,NSUP,0 (0x00),big,1ab8ac8c5f7c904f2202b5f820be5f782b4a5485fbf588a46e566c34e9c36373
"Rocket - Robot on Wheels (Europe) (En,Fr,De)",ROCKETROBOTONWHEELS,NSUP,0 (0x00),big,1ecb0f1620413c8b219856f78255a18f53b03efd25cb065fa1c7e172aa099d4f
Rocket - Robot on Wheels (USA),ROCKETROBOTONWHEELS,NSUE,0 (0x00),big,50e9a1eb850b766c33626a1a93073492117802955e725d240724716a9213c5d9
Rockman Dash - Hagane no Boukenshin (Japan),RockMan Dash,NRHJ,0 (0x00),big,8dd3795f5e69d630a96e402d7a980b6dfb71b6209b217bb615a48803500a0246
Ronaldinho's Soccer 64 (Brazil) (Pirate),RONALDINHO SOCCER,NJPE,0 (0x00),big,ff56a6143a1794f63dcf66b27bc380e5baa7e33dbe8526edd1a432119efac4c1
RR64 - Ridge Racer 64 (Europe),RIDGE RACER 64,NRZP,0 (0x00),big,6ab08cdaebaa41248560e24d4727c45d5ccb372c8f8909fed3d3e6a56dba71be
RR64 - Ridge Racer 64 (USA),RIDGE RACER 64,NRZE,0 (0x00),big,5f6e9c279eb5ccedd7ae0ce5b6b6825e704feb8c24a4ea09d50200885fb4d9a1
RTL World League Soccer 2000 (Germany),RTL WLS2000,NWKD,0 (0x00),big,caac491eab833b97a5d1432e2670847e69d484eb3708275a59982116494956d1
Rugrats - Die grosse Schatzsuche (Germany),RUGRATSTREASUREHUNT,NRGD,0 (0x00),big,d05b146db52e386852df38acbe2ac27d3ef8de23dde64f5cbe9aede66be00215
Rugrats - Scavenger Hunt (USA),RUGRATSSCAVENGERHUNT,NRGE,0 (0x00),big,d2dab1d3e46d6da4d0b98b2ce26494388e10392bf0fc70255802c4184105439e
Rugrats - Scavenger Hunt (USA) (Beta) (1999-04-02),(empty),(unknown),0 (0x00),big,949e669fdd33a8a26bd592200254a6c0c49265fd72b753efff3b816e13df7033
Rugrats - Treasure Hunt (Europe),RUGRATSTREASUREHUNT,NRGP,0 (0x00),big,64404a986f22f13309191e445f2e255fc15b7337b15261c7470b2b5671385f22
Rugrats in Paris - The Movie (Europe),RUGRATS IN PARIS,NRKP,0 (0x00),big,b7858f9af16060440f2dd8377d9f2601c2d46a27f05bc849e5c7bc7d7145e0ca
Rugrats in Paris - The Movie (USA),RUGRATS IN PARIS,NRKE,0 (0x00),big,0003695c730c286051e0746f7936221f097b9987e965c7cd9219c7098ec93c5d
"Rush 2 - Extreme Racing USA (Europe) (En,Fr,De,Es,It,Nl)",RUSH 2,NR2P,0 (0x00),big,fbc02c5a58f42f88de3ae595ddce3ebbfd6d866f1c39ea346addcedca997cd2a
Rush 2 - Extreme Racing USA (USA),RUSH 2,NR2E,0 (0x00),big,a59e65822d46775ca91d98b1220bcdea9acb54e48e56a7b5c026a3a877c08eb5
Rush 2 - Extreme Racing USA (USA) (LodgeNet),RUSH 2,NR2G,0 (0x00),big,8eccd6597bb399e654552c6f574175e1f7ab2e4abfaacc67fc4974258f83dc66
"S.C.A.R.S. (Europe) (En,Fr,De)",SCARS,NCSP,0 (0x00),big,3a11dc6bd22531527a452dab24c1d9146e4bf6228f4aace1a897ad447482df8a
S.C.A.R.S. (USA),SCARS,NCSE,0 (0x00),big,d747045a2200df1809b38a29122038cc7afa4a5df96f9a2ad1b0a27a82b19b23
Saikyou Habu Shougi (Japan),(empty),NSHJ,0 (0x00),big,1d81949eda06331501f807296aaa3b775ccf4fea12a57b1575641579a7b299ab
"San Francisco Rush - Extreme Racing (Europe) (En,Fr,De)",S.F.RUSH,NSFP,0 (0x00),big,344a58277fd5f833b7c5dbae8c6f947fba391c2fd74e56c9604640fd68dc553b
"San Francisco Rush - Extreme Racing (USA) (En,Fr,De)",S.F. RUSH,NSFE,0 (0x00),big,493960054c6749048d9a1f9f01df5f99a8a5983f19e033606ae4b85beffb3841
"San Francisco Rush - Extreme Racing (USA) (En,Fr,De) (Rev 1)",S.F. RUSH,NSFE,1 (0x01),big,bd50055d25599567b08117a021b0db9c4e22d32b3d7164b13c7457ad1835fa29
"San Francisco Rush 2049 (Europe) (En,Fr,De,Es,It,Nl)",RUSH 2049,NRUP,0 (0x00),big,40bd50dfe6bc41f38323000927b37f2c0a02d8d0090b1db4882576c39eabf2e4
San Francisco Rush 2049 (USA),Rush 2049,NRUE,0 (0x00),big,83c4964d513718e99cd3569bc33108308cee983eb24bf057c25b366a9160f92c
Sblobber 64 (World) (Aftermarket) (Unl),sblobber64,(unknown),0 (0x00),big,9ca33f811658b79d2a94fab3790fee955a389eb8c16c8bab2bed7cceb4df90c5
Scooby-Doo! - Classic Creep Capers (Europe),SCOOBY-DOO,NSYP,0 (0x00),big,19e6b675083aa6b0c54d17f7d5b5a909e71f8d6e36eeff57f4dd143c038677f7
Scooby-Doo! - Classic Creep Capers (USA),SCOOBY-DOO,NSYE,0 (0x00),big,cd332c229fd4340653c296290d44a2de5c9a9ec951d1fef432ee863e6121a338
Scooby-Doo! - Classic Creep Capers (USA) (Rev 1),SCOOBY-DOO,NSYE,1 (0x01),big,57c78af045f94f222b443359eb47f359b8478c5f4b497510b98c4c75ecc03041
SD Hiryuu no Ken Densetsu (Japan),SD HIRYU STADIUM,NDCJ,0 (0x00),big,9f499647daa608266637d3a06446311a7fa9b23132df8d28eda613cc41d5a7b1
Sesame Street - Elmo's Letter Adventure (USA),Elmo's Letter Advent,NELE,0 (0x00),big,eadfd24dd54f56343dd228cddfce67dd8af450a2e8d0040f6a1ed87ea81fdef5
Sesame Street - Elmo's Number Journey (USA),Elmo's Number Journe,NENE,0 (0x00),big,2f510e2df3e422f2a95711bb4f513e280789dcf299f482ec3175e83eff868c57
Shadow Man (Brazil),Shadowman,NSDB,0 (0x00),big,ca4cb06734007fd9ae09653e73a6ff46c6e8c83878bc468f96d66d0dfd608d75
"Shadow Man (Europe) (En,Es,It)",Shadowman,NSDP,0 (0x00),big,322603e871ebf8556c565f291bb3642d42fbd27bcda03e7c0ecf4d2aec86a5a7
Shadow Man (France),Shadowman,NSDF,0 (0x00),big,4b38312c467b825ee0472746fe572a13d5520e8db3638299ae33c98110bc72e0
Shadow Man (Germany),Shadowman,NSDD,0 (0x00),big,6efd99af685a32105ddbc0b0193af38a0ce8d262c4921e0ddeec68e49b6921ce
Shadow Man (USA),Shadowman,NSDE,0 (0x00),big,da1a8af84f16ff385271704ca31673b0aa2343f40bc9cd95eac0bdf20676ca27
Shadowgate 64 - Trials of the Four Towers (Europe),SHADOWGATE64,NSGP,0 (0x00),big,8566804b094a0d79177722c67201ab76dbae4cb3eb89a34b5995ee0522899db5
"Shadowgate 64 - Trials of the Four Towers (Europe) (Es,It)",SHADOWGATE64,NSGY,0 (0x00),big,f555df60f67cc6aad5b06fcaa93a09a3ae3d79fcdd6084eccb187ed062589461
"Shadowgate 64 - Trials of the Four Towers (Europe) (Fr,De,Nl)",SHADOWGATE64,NSGX,0 (0x00),big,d62ae6df6ef2d5d8bc91a5ab3e229bbfb7ef297c6b9364a736c0d60bafa4a675
Shadowgate 64 - Trials of the Four Towers (Japan),SHADOWGATE64,NSGJ,0 (0x00),big,cb5a41d98f5c0bb85fe1e99d396c2d56b36751d346258d06aae6f4b81871c7d4
"Shadowgate 64 - Trials of the Four Towers (USA) (En,Es)",SHADOWGATE64,NSGE,0 (0x00),big,bddefa567e6cae05126d9c29053eaeec3e78e088e4ea1cfd50ca3223a85f0871
"Shadowgate 64 - Trials of the Four Towers (USA) (En,Es) (Beta)",SHADOWGATE64,NSGE,0 (0x00),big,77ce7d9ae142be989a5b77ddf0609bbdc2157b74dc86d9df9d87cf23cd306909
Shin Nihon Pro Wrestling Toukon Road - Brave Spirits (Japan),TOUKON ROAD,NTOJ,0 (0x00),big,2f23a0e0af2fa0d10808c3f002011f7f5e44d4e142252e71f94e6683f4c0380f
Shin Nihon Pro Wrestling Toukon Road 2 - The Next Generation (Japan),TOUKON ROAD2,NT3J,0 (0x00),big,2d6eb66ebda091f534e1dd23adc1276562fc1d2f8d9021f264738e02bbc1e191
SimCity 2000 (Japan),SIM CITY 2000,NS2J,0 (0x00),big,858bfc0a47afb73452b59966095fc1a96d3fb701da274d4ea7acea5f74451f8d
SimCopter 64 (USA) (Proto),(empty),(unknown),0 (0x00),big,387df53451abcb5a1ad24723cd7aaf64e676d47a80ef43f59e5af5f07ead6e90
Slosseum Dual (Japan),(empty),(unknown),0 (0x00),big,81531cef4721e276c4c22b7293c18c78e075221435b8e6cf8ffeadc6d64c35a4
Snobo Kids (Japan),(empty),NSKJ,0 (0x00),big,3e732db0c4034407dd8788ded92c224cde3e5480c3d83ca1dcc93e6e950779f1
Snow Speeder (Japan),Snow Speeder,NSNJ,0 (0x00),big,59fec0af835ee0b27339b09aa49b4afb8f7f2120d967808596907894f370f59f
"Snowboard Kids (Europe, Australia)",SNOWBOARD KIDS,NSKP,0 (0x00),big,9034eb5f375ccd8fa101e3638ddde8c1110437581db111a81c9c586fee11ebcf
Snowboard Kids (USA),SNOWBOARD KIDS,NSKE,0 (0x00),big,58870ea67d49f778e7a7607eb270ad1d3a081a4733b337b2d607de2606dcfb3c
Snowboard Kids 2 (Australia),SNOWBOARD KIDS2,NK2P,0 (0x00),big,ba930f182f2d1ae73fa340a5eec4d1a1ef77b75c3498ba2867d98caef09e5fa7
Snowboard Kids 2 (USA),SNOWBOARD KIDS2,NK2E,0 (0x00),big,8af426d05af66033ab6ba8e643aaf3ea4eee329a642440600821f6faf6618ebd
Sonic Wings Assault (Japan),SONIC WINGS ASSAULT,NSAJ,0 (0x00),big,febf0934f6d2b792b9668df33fab18fc7d51d64a2ef8b88fe4ffbe43ee12c512
South Park - Chef's Luv Shack (Europe),South Park Chef's Lu,NCYP,0 (0x00),big,808c16c10a8c60998b743f7ed96ec82363172dfeccc1035d2cbd527bdc9df6d0
South Park - Chef's Luv Shack (USA),South Park: Chef's L,NCYE,0 (0x00),big,71219cf4aaab9884b7d026d1676bfbc00eaae2f0e05d1c0a09836b42473ea575
South Park (Brazil),South Park,NDTB,0 (0x00),big,afb86754f19cce5b563896d99343c234e96e1d48116ac2a9bdb366e6e1f5f484
"South Park (Europe) (En,Fr,Es)",South Park,NDTP,0 (0x00),big,e0cdb6f2c756febffc10266a5bf93ee853a0393de2f18353174e569303d3252c
South Park (Germany),South Park,NDTD,0 (0x00),big,346ddcf6d1259bd31389267009d2caac74ddf79f608dfd826705e7c9fbfdad9e
South Park (USA),South Park,NDTE,0 (0x00),big,68e87dbae05414026a126cb6e0c632e7660668a0003e1e1c975df8296e2a36a6
South Park Rally (Europe),South Park Rally,NPRP,0 (0x00),big,20192eac2b4ae2eac5a5eb0f516463a789e6e5a2860411ea7f91f5f46fb9fe0a
South Park Rally (Europe) (Beta) (2000-01-08),(empty),(unknown),0 (0x00),big,c432b645a583dc5ea0eb9ec9bcc9c8a56777b6c270bac88f8d8b08b8651ec392
South Park Rally (Europe) (Beta) (2000-01-17),p003.rom,NTUE,0 (0x00),big,fc9abc30131d3268cefac6933361f3980f82576dcd49383f770e005f004f8275
South Park Rally (USA),South Park Rally,NPRE,0 (0x00),big,0e5168c8864f65781f50b83267528350d7f8ee4ffa9d4d3555533edccd656d87
South Park Rally (USA) (Beta) (2000-01-14),sprally,NSPE,0 (0x00),big,01e014810a06896be27db02f3896686e99a806a0c9da8693ea9256ab4e3a41d7
South Park Rally (USA) (Beta) (2000-01-27),sp10.rom,NTUE,0 (0x00),big,f7170b81bc2f635334cc3c58aa8f78e743daf5eeaa0ce0f1fc60420e6135412f
Space Dynamites (Japan),SPACE DYNAMITES,NDKJ,0 (0x00),big,2f57c79de6d646c9da4a529053e3913c208db15de132900df700738d3f4982ab
Space Invaders (USA),SPACE INVADERS,NIVE,0 (0x00),big,c5075e54bd06fe05881f9ff0f590366afb1c917adb0dc24f3d573c51d6e26a2d
"SpaceStation Silicon Valley (Europe) (En,Fr,De,Es,It,Nl,Pt)",Silicon Valley,NSVP,0 (0x00),big,0b13e3a0d4c7eaeda6556fdcad9bf0e6aefad2696c827a820786bb123e9387b0
SpaceStation Silicon Valley (Japan) (Proto),Silicon Valley,NSVJ,0 (0x00),big,05d887b93daba2747858aed07cab3ec55505176a5bb82d038795c5025254dd21
SpaceStation Silicon Valley (USA),Silicon Valley,NSVE,0 (0x00),big,b125bf0d761547ba878e44ef83f9e1ec3f400da7c46cf9a404b6caee6f9ba473
SpaceStation Silicon Valley (USA) (Rev 1),Silicon Valley,NSVE,1 (0x01),big,ea3ea86e4012e878151bfdaa519afe5eee6f9388ec1cc2ae26baf0048f0a9abc
Spider-Man (USA),SPIDERMAN,NSLE,0 (0x00),big,feff90ed1201c91ff167d66958048e61c192c9d6a756ddb98f799017ac9cd25c
Star Fox 64 (Japan),STARFOX64,NFXJ,0 (0x00),big,438d5a25aafe7d0b2e490b9a87183ca3f00d2d7ddce6b3a5784c7bdc0cffc7bd
Star Fox 64 (Japan) (Rev 1) (Wii Virtual Console),STARFOX64,NFXJ,1 (0x01),big,e994d2660fd930adea76c71d73d5a4b749bda5269d09ebf47e570dcc8e18fdd1
Star Fox 64 (USA),STARFOX64,NFXE,0 (0x00),big,a8d31134f6d2658fb7bdce5e8f8e74ab70cfcbed73ada22d680225915cb0fe22
Star Fox 64 (USA) (LodgeNet),STARFOX64,NFXG,0 (0x00),big,dc16ebcf619cba24ca70d86c1424e1c609c1f376ad2bb9765f2802474f66bfab
Star Fox 64 (USA) (Rev 1),STARFOX64,NFXE,1 (0x01),big,385bcf1901ed12fb1152f3c227d1968cc54ae41e8566da66695df71af40a573f
Star Soldier - Vanishing Earth (Japan),STAR SOLDIER,ZHBJ,0 (0x00),big,6f23e0269989c9265f7b388144893cef56071077e4e6e635a42bb8060d74532e
Star Soldier - Vanishing Earth (Japan) (En),STAR SOLDIER,NS6J,0 (0x00),big,4f5f52e4d8e02f584059b7349400685e85835ce001c8aba7b24ad34f484fece8
Star Soldier - Vanishing Earth (Japan) (En) (Beta) (1998-03-10),(empty),(unknown),0 (0x00),big,35291a9fff3bb06aeaf079987a83587cb7cc048a809b96dab99dced573976452
Star Soldier - Vanishing Earth (USA),STAR SOLDIER,NS6E,0 (0x00),big,e80af976102089a2f1ed401b74f8082b591a4b350983c3a5647e21064a764813
Star Twins (Japan),STAR TWINS,NJFJ,0 (0x00),big,7c62e7fe10747fa038b6854a7db8412d9152c33d75a0ba90b8a208f0ca5c1e07
"Star Wars - Rogue Squadron (Europe) (En,Fr,De)",Rogue Squadron,NRSP,0 (0x00),big,a33b6b738116c36e78a0d078ceb9ff7ddaa7b36244689421fa7d85d70ccc2273
"Star Wars - Rogue Squadron (Europe) (En,Fr,De) (Rev 1)",rogue squadron,NRSP,1 (0x01),big,592b37eed2730ae25232b163dea6632cf6b9ed21dd3be35c0500a939b897627b
Star Wars - Rogue Squadron (USA),Rogue Squadron,NRSE,0 (0x00),big,9c32d0087fa2b83c5ee6f19ee86683907653ed8f30e7d4680a0adac334559dd7
Star Wars - Rogue Squadron (USA) (LodgeNet),Rogue Squadron,NRSG,0 (0x00),big,85e3baa1a5d8e8d7bd006d7d9818e0993dc344f46892a9033fedef3e8454c78e
Star Wars - Rogue Squadron (USA) (Rev 1),rogue squadron,NRSE,1 (0x01),big,4813551d01d3a3474df3a51f84c31059cd2a9d1eeae7885dda51a88ee6b9f88d
Star Wars - Shadows of the Empire (Europe),Shadow of the Empire,NSWP,0 (0x00),big,e9a7566a699e2c885d3cf86eb366f9fcd36e06a68f1ca0419700bbec44e3eacb
Star Wars - Shadows of the Empire (USA),Shadow of the Empire,NSWE,0 (0x00),big,f916ff87a7ad3217ca26697607dc48d30f187edb797dc1535e1095edffdb0ff6
Star Wars - Shadows of the Empire (USA) (Aftermarket) (Unl),Shadow of the Empire,NSWE,3 (0x03),big,5d5dc9aba45563bcd4a2bced42c865ca8916f2ce9a335c83e9e4e764ac6c2994
Star Wars - Shadows of the Empire (USA) (Beta) (1996-10-15),Shadow of the Empire,NSWE,0 (0x00),big,617a6b8889e4e779fb5950e7096fd7a79dae1515880046827ac0e2d7fe6b34ff
Star Wars - Shadows of the Empire (USA) (Rev 1),Shadow of the Empire,NSWE,1 (0x01),big,895d3dbbdc4945b690ef80f6dff8e5c95b5e3ab9fb3d9b62b5a8e9c61110a0e9
Star Wars - Shadows of the Empire (USA) (Rev 2),Shadow of the Empire,NSWE,2 (0x02),big,e7085e013123537f34e0edec8801318016da4dbac424172d6dc5f3b67d98642c
Star Wars - Shutsugeki! Rogue Chuutai (Japan),rogue squadron,NRSJ,0 (0x00),big,6c13a4b27820ab17f8e9d67775cf68f6df757c62babc6347542e5d456770878c
Star Wars - Teikoku no Kage (Japan),Shadow of the Empire,NSWJ,0 (0x00),big,ed01f66646360a645f8c283d9d887504f662dc741758cbe3a865c8dc85c8d52f
Star Wars Episode I - Battle for Naboo (Europe),Battle for Naboo,NNAP,0 (0x00),big,b5bdfe343a2b24cad636b66cac0af54ac04aefbfa26a817957227cc24ced4846
Star Wars Episode I - Battle for Naboo (USA),Battle for Naboo,NNAE,0 (0x00),big,515b2302fefe1741c09103f70708690a058ba77a7ab8acd086c48b972b22d33e
Star Wars Episode I - Battle for Naboo (USA) (Beta),Battle for Naboo,NNAE,0 (0x00),big,2dbba691279d4879b0e6edfa6f69113b79227b37afb5097108691870c8a8dbf4
"Star Wars Episode I - Racer (Europe) (En,Fr,De)",STAR WARS EP1 RACER,NEPP,0 (0x00),big,326b810b24cef38b04b74084bfd487fb6d40ea955dc2a54849de942bde076edc
Star Wars Episode I - Racer (Japan),STAR WARS EP1 RACER,NEPJ,0 (0x00),big,44bf4f65daf5933ac1f903cffff8ee154f3f6613e3a7c806a0390495392644a7
Star Wars Episode I - Racer (USA),STAR WARS EP1 RACER,NEPE,0 (0x00),big,8d6f85683b630e25385619af37197d48279366f6609bb6edc1201ff24c08b757
Star Wars Episode I - Racer (USA) (Aftermarket) (Unl),STAR WARS EP1 RACER,NEPE,1 (0x01),big,314730e75239c074b896af47d53dc0a5746131bcfc8b925795e4933fee5de147
StarCraft 64 (Australia),STARCRAFT 64,NSQP,0 (0x00),big,f2267c9325d608f283830a7d568dcd9a2fc126f93b1c7d3ea23a34082031c19a
StarCraft 64 (Germany) (Proto),STARCRAFT 64,NSQD,0 (0x00),big,f420511ebfcbef912de53552f1cac72a5a3833dee4ed0a7312bc37f7056d782b
StarCraft 64 (USA),STARCRAFT 64,NSQE,0 (0x00),big,e7d21880c13953b45b8f8db6b2b6cfa02daa29d35b23799a967e96f21001b020
StarCraft 64 (USA) (Beta),28y)tUy7]9,7I,73 (0x49),big,1750659350fa1a66e7b3905653a79b9864712a5d822b9ac42c68fbb6bf7f6ec6
"Starshot - Space Circus Fever (Europe) (En,Fr,De)",Starshot,NSCP,0 (0x00),big,c82d314e5aee48c305d141ba1cb0203cc450e4ea3fd49e464563bc6a64d69094
"Starshot - Space Circus Fever (USA) (En,Fr,Es)",Starshot,NSCE,0 (0x00),big,0119becb46b84107ce9f67c89439474f43b08b77f0da2e3731ae4cc95f573d5f
Stunt Racer 64 (USA),Stunt Racer 64,NR3E,0 (0x00),big,d3b01e935aec87819bb053d2881ec59e7c4c66ed2843df144dab618e2bc3fd8c
Styx (World) (Aftermarket) (Unl),Styx,ED 0,48 (0x30),big,ab7b901d61a7b7b85e8b5ce212e36b61b187b73369c6661d3595a00951f55313
Super B-Daman - Battle Phoenix 64 (Japan),BattlePhoenix64,NB6J,0 (0x00),big,7e5ce77e2b99581537db722e58ce309dc6d4de857ea9ebf631fb9fc30c0a558e
Super Bowling (Japan),SUPER BOWLING,NBWJ,0 (0x00),big,8f032d2f3f3c1c68fc6f94a15045d149dd916897356fef963c6a362c61ff690f
Super Bowling (USA),SUPER BOWLING,NBWE,0 (0x00),big,c86664acd35c31ccd1e2aa054a8614b933f037e411919b2aded5ddb237bd6dff
"Super Mario 64 (Europe) (En,Fr,De)",SUPER MARIO 64,NSMP,0 (0x00),big,c792e5ebcba34c8d98c0c44cf29747c8ee67e7b907fcc77887f9ff2523f80572
Super Mario 64 (Japan),SUPER MARIO 64,NSMJ,0 (0x00),big,9cf7a80db321b07a8d461fe536c02c87b7412433953891cdec9191bfad2db317
Super Mario 64 (Japan) (Rev 3) (Shindou Edition),SUPERMARIO64,NSMJ,3 (0x03),big,f8807b5e28f1b1a31c5d3675d23ece73f949ccb553dcbb07972666a1e76adfa2
Super Mario 64 (USA),SUPER MARIO 64,NSME,0 (0x00),big,17ce077343c6133f8c9f2d6d6d9a4ab62c8cd2aa57c40aea1f490b4c8bb21d91
Super Mario 64 (USA) (LodgeNet),SUPER MARIO 64,NSMG,0 (0x00),big,387e4b48e206d4e1097b96aea8c376d177f5a72a455d800671889199200c902a
Super Real Mahjong VS (Japan),Super Real Majan VS,ZSEJ,0 (0x00),big,bdfc8c64ff4bd0fe327878e599cee946cb9cccd7ce800b2f6954a10cada69fd2
Super Real Mahjong VS (Japan) (Rev 1),Super Real Majan VS,ZSEJ,1 (0x01),big,2badf5a5efa08daab42ce831ec054075c8de077bbff5463d4e97ace894c0d19f
Super Robot Spirits (Japan),SUPERROBOTSPIRITS,NSSJ,0 (0x00),big,57781c0d44fe3843107d3a327575343234eedf3287412623e45b9c4ee0a76734
Super Robot Taisen 64 (Japan),64,NS4J,0 (0x00),big,ee5f4a21d8e5f7827d21199e27800edf250df9a8e4d10befb1a6992df597b13e
Super Smash Bros. (Australia),SMASH BROTHERS,NALU,0 (0x00),big,ae6bc07dec084e10bf8ed6364964425d29cd2dacf427c9f06e35fb33290f78bf
"Super Smash Bros. (Europe) (En,Fr,De)",SMASH BROTHERS,NALP,0 (0x00),big,ddc65284e78c301f764d2f5e1e01de9a017225867a0b9326b73057fb8bdb1daf
Super Smash Bros. (USA),SMASH BROTHERS,NALE,0 (0x00),big,15592e79d3c5295cef4371d4992f0bd25bec2102fc29644c93e682f7ea99ef3d
Super Smash Bros. (USA) (LodgeNet),SMASH BROTHERS,NALG,0 (0x00),big,aaa00b6f24ba139164371bff13f74be50c1b9a4e85594411c54a88e3f343794d
Super Speed Race 64 (Japan),SUPER SPEED RACE 64,NLCJ,0 (0x00),big,f43570e2c579f476488d655920f508f92c09f88004dec886b85e54fcadb6a423
"Supercross 2000 (Europe) (En,Fr,De)",Supercross,NSXP,0 (0x00),big,92db4d0ba456d921c077d5bd524c913c297ea888bc78d5018ced70faa6203a59
Supercross 2000 (USA),Supercross,NSXE,0 (0x00),big,2659be83dc4d8795d01d4838383579ad9aecf1a06ef0ea6aebc9588184fb9080
"Superman - The New Superman Aventures (USA) (En,Fr,Es)",SUPERMAN,NSPE,0 (0x00),big,37df2542bf24951e259990c4d76c13f96dd52cba867f492b3a99391d0978b178
"Superman (Europe) (En,Fr,De,Es,It,Nl)",SUPERMAN,NSPP,0 (0x00),big,ae0cb81d7fff296f4a079e3ec08255ea9d65979230bb41ab4ae492bf830d56a0
Superman (USA) (Beta) (1998-09-06),(empty),(unknown),0 (0x00),big,8c48fcb16408b555997c83611db09a45a99a6f516ed083a163d406698ea17ea1
Susume! Taisen Puzzle Dama - Toukon! Marutama Chou (Japan),!,NPZJ,0 (0x00),big,bf07279640b1c64287f02413794c8200769a74570d3cb0e5e5d22df4c1dda66e
"Swoop 64, The (World) (Aftermarket) (Unl)",(empty),(unknown),0 (0x00),big,98a7104446ef2202429cd4397486846c39fda14ee26e1877c4e47670c2f29a25
Sydney 2000 (Europe) (Proto),Syd2k GBR,(unknown),0 (0x00),big,8da2c8bd3a4a95cc9eb82bb5da40a816ef0277a7268021acff6517ce80590bf7
Sydney 2000 (USA) (Proto),Syd2k USA,(unknown),0 (0x00),big,a050bea9070d5509c33b292faa7cd4abfbda87a1bd8d86710cc75fd1d29ac880
Tamiya Racing 64 (USA) (Proto),(empty),(unknown),0 (0x00),big,d1052f868382170b7aa3e47b993a866f3c93209ae4b0a2cb91e5554df844ff46
Tarzan (Europe),TARZAN,NTAP,0 (0x00),big,046a40f91cb5a623390bfd3cd5ad3b28dc2b4dc602a885667a6c7405e6799797
Tarzan (France),TARZAN,NTAF,0 (0x00),big,4dba12006cfbb965de11f95cde4042afde4fb53a5c8dfed0393dfadc87e7394f
Tarzan (Germany),TARZAN,NTAD,0 (0x00),big,e830ed7b598776dd2c26be160f0fe8d647bf30c56401b7598adfe457a9a9947c
Tarzan (USA),TARZAN,NTAE,0 (0x00),big,e56d09772489a1a7426693396e6cbb24c1bfcd0ced11b92bc1546b081e9f3c06
"Taz Express (Europe) (En,Fr,De,Es,It,Nl)",Taz Express,NTXP,0 (0x00),big,5f3dcf40286aa1bb914b5fc3b6672b8db59d7a75e6e37f8941bae0dd87860cd8
Taz Express (USA) (Proto) (2000-05-15),Taz Express,NTXE,0 (0x00),big,ac108c9f6167edad6c31d82d8ab9381691f9b4773a6fe9e34f89639586764e1a
Telefoot Soccer 2000 (France),TELEFOOT SOCCER 2000,NWKF,0 (0x00),big,c2abd9801d992e9470d3a312d9bc9845d18e2e270826bb95c120371632297e1c
Telelocation - Gemini (World) (64Brew Game Jam 2020) (Aftermarket) (Unl),(empty),(unknown),0 (0x00),big,202fdb28c7efe998125000bae3c1a328327403f7957b13f983f7180a2ffd4203
Tetris 64 (Japan) (En),TETRIS64,NT6J,0 (0x00),big,ba6305efc6a8d8ae1ea4b48e714d8e56abfda872d82af1e2ba4d7701b1166d2e
Tetrisphere (Europe),TETRISPHERE,NTPP,0 (0x00),big,1bb4ed1ef078560e283a4fe942972fb0297bd33d7f9e36cb673358c394176dd1
Tetrisphere (USA),TETRISPHERE,NTPE,0 (0x00),big,f7cbc93ac273488bfb89955ab6ae9b60c730907872107a67a56b945e8579ef87
TG Rally 2 (Europe),TG RALLY 2,NL2X,0 (0x00),big,ee12beeafdc435af8f46dd15c86b28dbc60be992a9374a889cfac5a0780c3a2d
"Tigger's Honey Hunt (Europe) (En,Fr,De,Es,It,Nl,Da)",Tigger's Honey Hunt,NT9P,0 (0x00),big,52212186f8b790dcde0deefcef1a066e1ec279f727ce9a4b92d04e769919200d
Tigger's Honey Hunt (USA),Tigger's Honey Hunt,NT9E,0 (0x00),big,8be27129642a6ba16f400b6aaaee895fbd9726811c5aa15db71b4cbe6145a6be
"Tom and Jerry in Fists of Furry (Europe) (En,Fr,De,Es,It,Nl)",TOM AND JERRY,NTJP,0 (0x00),big,389bc437af911d02f02dbf1f5996d34b895ff1d61335ea9b8fbbfd8f1e5f2fa9
Tom and Jerry in Fists of Furry (USA),TOM AND JERRY,NTJE,0 (0x00),big,ca15f99191e7a09d1334f209414375463c6897acde636d22638087f8a15b87fa
Tom Clancy's Rainbow Six (Europe),RAINBOW SIX,NR6P,0 (0x00),big,2e5d44c0450b97cc4c3ed634222c083818615aeaa8a09f832129da75f6cec8c0
Tom Clancy's Rainbow Six (France),RAINBOW SIX,NR6F,0 (0x00),big,13783f667340351ddd75e08786191f42849601b4370b721d1f1c0cc84d0f3912
Tom Clancy's Rainbow Six (Germany),RAINBOW SIX,NR6D,0 (0x00),big,23dcc7183e762d7d80052b189279f1cbd153bb47db2751f21e02f070fb61bc86
Tom Clancy's Rainbow Six (USA),RAINBOW SIX,NR6E,0 (0x00),big,23a774fc0f83c4a134e23b33c450b600aee2e3b57e13cccd361103ef885bf916
